Source,Target,Weight,Sigmoid
30474622,104937,0,0.5
14406721,6660536,0,0.5
16029103,4090287,0,0.5
16104394,4878628,0,0.5
9879953,10183514,0,0.5
10183514,9879953,0,0.5
19406251,14089735,0,0.5
2917192,17671906,0,0.5
4128353,1283503,0,0.5
20894140,19745004,0,0.5
28643625,203666,1,0.7310585786300049
3080613,5282596,0,0.5
11290232,488514,0,0.5
11225014,23096959,0,0.5
17912002,16184890,0,0.5
22737333,22737329,0,0.5
20653934,20580498,2,0.8807970779778823
11221453,488514,0,0.5
1383170,14812631,0,0.5
11796974,4380969,0,0.5
3195124,137805,0,0.5
26837192,321278,0,0.5
15045751,27494663,2,0.8807970779778823
11290232,27903690,0,0.5
1257514,2608337,0,0.5
14089735,21546187,0,0.5
5860977,3149845,0,0.5
3638964,24474126,4,0.9820137900379085
1466922,3867127,0,0.5
26650305,26885032,0,0.5
17884222,5932749,0,0.5
515585,10664,0,0.5
19928304,19927831,0,0.5
3757512,8486799,0,0.5
478996,946945,0,0.5
203076,7613257,0,0.5
3857240,3301400,0,0.5
10664,10453695,2,0.8807970779778823
19360616,14125254,0,0.5
9461481,390510,0,0.5
4000279,27888295,20,0.9999999979388463
22663585,17075030,0,0.5
20580498,9787757,0,0.5
20882845,20897575,0,0.5
33588118,17163720,0,0.5
28796010,7691631,0,0.5
18409797,7253769,0,0.5
32545743,30198400,0,0.5
25691817,5710341,0,0.5
1148352,596892,0,0.5
9671862,2293158,0,0.5
18421590,18529961,0,0.5
3319769,4128353,0,0.5
7804910,5532320,0,0.5
722201,168370,0,0.5
5474834,7789923,0,0.5
30892477,788264,0,0.5
13049233,4025121,0,0.5
16053994,5262776,0,0.5
72690,27609645,0,0.5
24474138,24474126,6,0.9975273768433653
33264452,10391073,0,0.5
30805535,30872453,0,0.5
23540628,29688210,0,0.5
23540628,22137709,0,0.5
15947557,24993103,1,0.7310585786300049
23540628,15510233,1,0.7310585786300049
7247341,19614228,0,0.5
10975056,9325315,0,0.5
5481861,3638964,0,0.5
1549395,34431301,0,0.5
1272666,10697582,0,0.5
14562056,5710341,0,0.5
10067157,9139165,0,0.5
8486799,10067157,0,0.5
8486799,9139165,0,0.5
13220460,12256376,0,0.5
203666,29195078,2,0.8807970779778823
4597815,2788503,0,0.5
31710936,3678731,0,0.5
21170375,7833168,0,0.5
7691631,15045751,0,0.5
29628695,26964106,0,0.5
29882024,7910045,0,0.5
7705565,1549395,0,0.5
34431301,488514,0,0.5
2661753,1036336,0,0.5
25042195,321278,0,0.5
25789674,7691631,0,0.5
24382273,25940652,0,0.5
32883613,24382273,0,0.5
206084,9214768,8,0.9996646498695336
19981805,9004241,0,0.5
20304586,13633443,0,0.5
19939216,16384837,2,0.8807970779778823
6543378,16384837,0,0.5
6898391,19524397,0,0.5
17482306,13392416,0,0.5
24741384,321278,0,0.5
20897561,16286131,0,0.5
28238422,4164482,0,0.5
13729434,2935735,0,0.5
33410771,488514,0,0.5
24325875,16746795,0,0.5
16746795,24325875,0,0.5
12310030,9992330,0,0.5
26094060,1090311,0,0.5
238983,168370,0,0.5
507775,7833168,0,0.5
22442668,7691631,0,0.5
17293189,3149845,0,0.5
9603889,3342055,0,0.5
19289265,22844223,0,0.5
16286131,8629417,3,0.9525741268224334
1362490,11939484,0,0.5
5617672,26648250,0,0.5
4331836,4331833,0,0.5
33653601,33653617,1,0.7310585786300049
10312708,11589713,0,0.5
11589713,10312708,0,0.5
16584540,30210846,0,0.5
33410771,1549395,0,0.5
9139165,22395078,0,0.5
21347346,29103567,0,0.5
10453695,17832726,0,0.5
15971562,890377,0,0.5
7586424,9996255,2,0.8807970779778823
1549395,33493203,0,0.5
10064545,4380969,0,0.5
1039520,206084,0,0.5
30307501,13729434,0,0.5
10851820,349241,0,0.5
349241,952189,0,0.5
6780767,6670942,3,0.9525741268224334
11778024,10041891,0,0.5
9325315,10975056,0,0.5
20819799,5254650,0,0.5
1861458,26066727,0,0.5
3067553,1549395,0,0.5
23540628,18399519,2,0.8807970779778823
20230364,19745004,0,0.5
10067157,26050796,0,0.5
27293877,19745004,0,0.5
942903,24560307,0,0.5
30027163,12970971,0,0.5
24750581,20919134,0,0.5
10755256,3214406,0,0.5
12256376,13220460,0,0.5
7792553,3149845,0,0.5
9996255,9139165,5,0.9933071490757153
31001374,30144828,0,0.5
32120717,20929025,0,0.5
31227376,31227320,0,0.5
31227320,31227376,0,0.5
12127251,2935735,0,0.5
19704072,203666,0,0.5
9831101,507775,0,0.5
3757512,26050796,0,0.5
28921747,24444557,1,0.7310585786300049
16026402,5550567,0,0.5
27,363387,0,0.5
16726595,1787757,0,0.5
19483273,4128353,0,0.5
29917715,9139165,0,0.5
658518,2608337,0,0.5
4243142,33945,0,0.5
10827035,9996255,0,0.5
15510233,23540628,1,0.7310585786300049
22390925,17728164,0,0.5
17728164,22390925,0,0.5
206084,8077760,0,0.5
3308958,4973784,1,0.7310585786300049
32409782,5400018,0,0.5
33076155,32409782,0,0.5
27888295,4000279,5,0.9933071490757153
1962219,10664,0,0.5
658518,33653617,0,0.5
30872453,30805535,0,0.5
1039520,5483330,0,0.5
19390712,2006876,7,0.9990889488055994
13392416,25959820,0,0.5
26050796,7083240,0,0.5
10379106,931039,0,0.5
19872239,321278,0,0.5
597879,12670444,0,0.5
1549395,3067553,0,0.5
24571765,23899906,0,0.5
22844223,19289265,0,0.5
143580,27823188,0,0.5
29195078,203666,3,0.9525741268224334
168370,1090311,0,0.5
17163720,33588118,0,0.5
16469697,1039520,0,0.5
24560307,1272666,0,0.5
4591033,2935735,0,0.5
21399598,3319769,0,0.5
21700420,21679569,0,0.5
30675223,15778059,0,0.5
3038446,7786818,0,0.5
20580498,2006876,0,0.5
10045175,9325315,0,0.5
6049573,6015874,0,0.5
24740684,16396294,0,0.5
13729434,30307501,0,0.5
17832726,1028340,0,0.5
12779410,8962829,0,0.5
258750,4007018,0,0.5
7209439,23096959,0,0.5
15515181,2410676,0,0.5
33336112,734934,1,0.7310585786300049
1028340,17832726,0,0.5
2481963,7653178,0,0.5
9996255,12498335,1,0.7310585786300049
18351718,21222979,0,0.5
5952670,16180517,0,0.5
1460385,1385122,0,0.5
10067157,22395078,0,0.5
6246304,3662176,2,0.8807970779778823
11796974,14169882,0,0.5
27931142,27788951,2,0.8807970779778823
27931142,27804716,2,0.8807970779778823
16384837,19939216,1,0.7310585786300049
29491240,24951510,0,0.5
12677322,321278,0,0.5
29290473,5483330,0,0.5
3757512,781028,0,0.5
268027,32531480,0,0.5
29455960,10851820,2,0.8807970779778823
108278,13824123,0,0.5
22387458,22584039,0,0.5
658518,33653601,14,0.9999991684719722
34597195,34837037,1,0.7310585786300049
24474138,3638964,3,0.9525741268224334
29217912,29996513,0,0.5
11909121,26033134,0,0.5
26033134,11909121,0,0.5
14904442,7691631,0,0.5
6668676,5806776,0,0.5
34327471,34326028,0,0.5
34819734,34869070,0,0.5
28360638,32954806,3,0.9525741268224334
7357595,7458003,0,0.5
16764080,16652218,0,0.5
30644093,18997610,0,0.5
28269754,153204,0,0.5
10459531,7613257,0,0.5
31051234,26927972,0,0.5
31051234,24382273,0,0.5
23992530,29551018,0,0.5
24668894,4128353,0,0.5
9139165,9996255,1,0.7310585786300049
26235440,24718080,0,0.5
9461481,5801666,0,0.5
4268140,1424470,2,0.8807970779778823
6052672,6049573,0,0.5
19872456,15480067,0,0.5
27193779,11545928,0,0.5
23992530,24777832,0,0.5
12791642,32403967,0,0.5
12791642,31136177,0,0.5
25312483,5254650,0,0.5
26927972,31051234,0,0.5
25218927,24382273,0,0.5
25184469,24382273,0,0.5
20897561,8629417,0,0.5
9979119,14757903,0,0.5
31136177,32403967,0,0.5
13941428,1549395,0,0.5
26050796,10067157,0,0.5
31492490,21347346,16,0.9999998874648379
33365023,26820697,0,0.5
993110,6547965,0,0.5
11796974,952189,3,0.9525741268224334
20310822,10041891,0,0.5
10064545,14169882,2,0.8807970779778823
31375455,24395109,0,0.5
19241830,24395109,0,0.5
24386993,7653178,0,0.5
24386993,2481963,0,0.5
20580498,11225014,2,0.8807970779778823
18775306,1446467,0,0.5
24668894,12511640,0,0.5
658518,858127,0,0.5
19831555,714074,0,0.5
33744138,15836199,28,0.9999999999993086
1382471,1381673,0,0.5
32104924,11667865,0,0.5
3416274,3019537,0,0.5
11061773,29891188,0,0.5
357681,29891188,0,0.5
26873220,21546187,0,0.5
366200,7613257,0,0.5
32954806,28360638,0,0.5
29891188,27620277,0,0.5
27758092,15337722,0,0.5
8962829,10064545,2,0.8807970779778823
321278,33699956,2,0.8807970779778823
2006876,18997610,0,0.5
16691792,16688238,3,0.9525741268224334
21909749,22737337,0,0.5
6281902,3867127,0,0.5
206084,11221453,0,0.5
4596755,481872,0,0.5
27452807,18225913,0,0.5
79712,79352,0,0.5
658518,20929025,0,0.5
8966356,3638964,0,0.5
2945088,23096959,0,0.5
22137709,15510233,0,0.5
566073,11545928,0,0.5
7363211,18292022,0,0.5
3301400,3857240,1,0.7310585786300049
28011613,3214406,0,0.5
1451352,24560307,0,0.5
5806776,6668676,0,0.5
6235174,16008423,0,0.5
29972131,4128353,0,0.5
8077760,206084,0,0.5
19124554,3594497,0,0.5
27609645,72690,0,0.5
25652980,11396385,1,0.7310585786300049
22846573,7691631,0,0.5
24617259,33653601,0,0.5
24617259,658518,0,0.5
28924109,8271291,0,0.5
27758092,3214406,0,0.5
19927831,19928304,0,0.5
26509369,13512328,0,0.5
2090979,6296790,0,0.5
10391073,8710321,1,0.7310585786300049
6547965,993110,0,0.5
12499251,10040960,0,0.5
23718631,4039952,0,0.5
27433386,25537901,0,0.5
13510362,6604361,0,0.5
28283593,23096959,0,0.5
24777832,23992530,0,0.5
21909749,22737333,1,0.7310585786300049
11796974,16396294,0,0.5
14003349,714074,0,0.5
8767214,9384267,0,0.5
30144828,31001374,0,0.5
1381673,1382471,0,0.5
1549395,33410771,0,0.5
27576132,8966356,0,0.5
33493203,1549395,0,0.5
2989966,28643625,0,0.5
15768911,11167738,0,0.5
11796974,9309093,0,0.5
33750123,9309093,0,0.5
9008200,6899875,0,0.5
24382273,32883613,0,0.5
20929025,24560307,0,0.5
206084,3745077,0,0.5
28366058,23096959,0,0.5
4128353,12511640,0,0.5
10067157,8486799,1,0.7310585786300049
5298790,15189073,1,0.7310585786300049
10851820,5548784,0,0.5
10012207,2006005,0,0.5
23770421,1501888,0,0.5
33653601,33653575,1,0.7310585786300049
9139165,10067157,0,0.5
34326028,34327471,0,0.5
25002984,321278,0,0.5
9896583,34122184,0,0.5
8587669,23096959,0,0.5
33410771,614070,0,0.5
9325315,28939972,0,0.5
17157565,2729788,1,0.7310585786300049
14410778,23096959,0,0.5
6235174,30892477,0,0.5
3631697,28366058,0,0.5
20882412,19745004,0,0.5
10040970,10040960,0,0.5
1451352,2931111,0,0.5
30162008,27776551,0,0.5
8745199,10469184,0,0.5
23774298,33791453,4,0.9820137900379085
15861746,9207280,0,0.5
11446206,1105519,0,0.5
22252196,6543378,0,0.5
12296490,10969551,0,0.5
10399553,10399273,0,0.5
3091591,3016562,0,0.5
29103567,31492490,11,0.999983298578152
8290123,7512484,0,0.5
206084,23519392,0,0.5
31046054,7691631,13,0.999997739675702
33653639,33653601,0,0.5
15460666,15452919,0,0.5
5312648,32102712,0,0.5
3346602,1424470,1,0.7310585786300049
10575878,15045751,0,0.5
31404980,23096959,1,0.7310585786300049
34869070,34819734,0,0.5
2567844,5298790,0,0.5
13384052,24500594,0,0.5
9349840,13729434,1,0.7310585786300049
24692885,11225014,0,0.5
16396294,321278,0,0.5
25273785,23116127,5,0.9933071490757153
10350614,8745199,0,0.5
20881761,20919134,0,0.5
7833168,507775,2,0.8807970779778823
10178188,17307763,0,0.5
1090311,614070,0,0.5
6659004,3149845,0,0.5
13257961,2594187,0,0.5
15693680,7691631,0,0.5
15480067,11061773,0,0.5
27876939,34268206,0,0.5
6670942,24774658,1,0.7310585786300049
32940722,32475785,0,0.5
32475785,32940722,0,0.5
21222979,10107472,0,0.5
34823916,27654303,0,0.5
16158381,15581687,0,0.5
1122534,8514,0,0.5
321278,614070,0,0.5
19360616,11225014,0,0.5
19360616,20580498,0,0.5
12907373,23398306,0,0.5
5474822,3149845,0,0.5
27193779,34876145,2,0.8807970779778823
34508140,9301720,0,0.5
34508140,321278,0,0.5
11589713,13512328,1,0.7310585786300049
34647196,34294743,0,0.5
27494663,19360616,0,0.5
32093977,6855801,0,0.5
8981131,14747279,0,0.5
34423464,32969220,1,0.7310585786300049
6394704,3857240,0,0.5
21992036,24951510,0,0.5
24951510,21992036,0,0.5
4110016,26658897,0,0.5
28059353,20929025,0,0.5
31391612,1090311,0,0.5
15435,65252,0,0.5
30198400,32545743,0,0.5
19154916,7209439,0,0.5
29806257,11061773,0,0.5
3195124,8514,0,0.5
32940722,24871990,0,0.5
30043131,29704274,6,0.9975273768433653
34693515,2081289,9,0.9998766054240137
33653575,33653601,0,0.5
30531423,29806257,0,0.5
1784628,32104924,0,0.5
11176360,34856295,0,0.5
27024702,23770421,1,0.7310585786300049
35876853,671825,0,0.5
10375607,23434056,0,0.5
26127190,19606628,0,0.5
33805382,11167738,0,0.5
20004472,36058442,0,0.5
19680412,3955647,0,0.5
14089735,321278,2,0.8807970779778823
7083240,17458040,0,0.5
27193779,12670444,0,0.5
6452529,21244505,0,0.5
5151909,9301720,0,0.5
5151909,321278,0,0.5
33791453,23774298,1,0.7310585786300049
28949681,9568894,0,0.5
3606738,17163720,0,0.5
757363,20929025,0,0.5
11819493,12038459,0,0.5
6093316,19606628,0,0.5
18550041,6907993,0,0.5
2296970,1200050,0,0.5
18399519,23540628,0,0.5
8629417,16286131,3,0.9525741268224334
23116127,25273785,4,0.9820137900379085
8514,7362671,0,0.5
24871990,7653178,0,0.5
22521755,14116604,0,0.5
20919134,19745004,1,0.7310585786300049
2935735,1272666,0,0.5
841835,28710753,1,0.7310585786300049
25033964,3016562,0,0.5
22387458,3455070,0,0.5
843222,858127,0,0.5
6498492,321278,0,0.5
24808739,14089735,0,0.5
2556327,1084114,1,0.7310585786300049
17625480,11688522,0,0.5
26747622,19745004,0,0.5
9301720,321278,0,0.5
24871990,32940722,3,0.9525741268224334
30210113,17832726,0,0.5
6714663,943149,0,0.5
10107472,21222979,0,0.5
3720966,108278,0,0.5
5532320,33507463,8,0.9996646498695336
34294743,34349757,0,0.5
20580498,28627094,0,0.5
29268631,2659467,1,0.7310585786300049
23059575,8347839,0,0.5
1211978,380961,0,0.5
19143802,790359,0,0.5
21875770,34659664,0,0.5
8768978,11939484,0,0.5
7173240,597879,0,0.5
24444557,28921747,0,0.5
5225735,35104756,1,0.7310585786300049
2510503,3198415,0,0.5
15045751,206084,0,0.5
22234412,19745004,0,0.5
29377344,24560307,0,0.5
18292022,714074,0,0.5
18292022,7363211,0,0.5
18777006,2081289,0,0.5
33791453,23770421,3,0.9525741268224334
13934856,6660536,0,0.5
33044331,29028775,0,0.5
27576132,23096959,0,0.5
8589420,23096959,0,0.5
7760890,24395109,0,0.5
24891661,28710753,0,0.5
2996011,3594497,0,0.5
26648250,5617672,0,0.5
23770421,3857240,0,0.5
654608,843222,0,0.5
12380069,13576006,1,0.7310585786300049
24195339,6093316,0,0.5
2381732,2310495,0,0.5
13633443,108278,0,0.5
20929025,10064545,0,0.5
10604766,481872,0,0.5
2835111,1362490,0,0.5
23690791,10270250,0,0.5
26308508,26307245,0,0.5
27575147,3214406,0,0.5
10822741,2228226,0,0.5
10199599,14051004,0,0.5
1090311,25476601,0,0.5
14329321,7691631,0,0.5
27453670,9309093,0,0.5
16219318,28643625,0,0.5
10270250,29028775,1,0.7310585786300049
4056288,108278,0,0.5
108278,4056288,1,0.7310585786300049
24195339,9060347,0,0.5
13619340,3857240,0,0.5
6612466,2203645,1,0.7310585786300049
26883938,5317353,1,0.7310585786300049
24349832,5830987,0,0.5
17374628,17374588,4,0.9820137900379085
17307763,10178188,1,0.7310585786300049
19467101,13527761,0,0.5
9478219,10391073,0,0.5
4878628,9029977,0,0.5
22443384,17089728,0,0.5
14410778,507775,0,0.5
35485373,26870928,0,0.5
3759620,2776635,0,0.5
2965621,952189,0,0.5
20100867,9530789,0,0.5
30349984,729744,0,0.5
206084,3629537,0,0.5
27866077,14089735,0,0.5
8427528,10312708,0,0.5
4335022,3626679,0,0.5
34855687,11688522,0,0.5
34856295,11688522,0,0.5
11753734,15350898,0,0.5
11213384,19360616,0,0.5
30325550,206084,0,0.5
30910514,9852918,0,0.5
931039,321278,0,0.5
34752262,714074,0,0.5
23445209,321278,0,0.5
35023956,9384267,0,0.5
15480067,321278,0,0.5
4137249,17303641,0,0.5
36099221,30660747,0,0.5
9925552,8711354,0,0.5
11178845,16008423,0,0.5
17303641,108278,0,0.5
6498492,10697582,0,0.5
3198415,2510503,0,0.5
23797315,12511640,0,0.5
4128353,3342055,0,0.5
27549019,13078968,0,0.5
15426083,21912119,0,0.5
35489567,65252,0,0.5
65252,35489567,0,0.5
8347839,771016,0,0.5
771016,8347839,0,0.5
35242228,1105519,0,0.5
13705182,13124802,0,0.5
15380306,237159,0,0.5
27150322,25652980,0,0.5
31315021,30921526,2,0.8807970779778823
30808587,931039,0,0.5
18889409,3594497,0,0.5
9482875,2203645,0,0.5
35243741,34349757,0,0.5
35117189,34349757,0,0.5
35054961,34349757,0,0.5
35063507,34349757,0,0.5
7833168,943149,0,0.5
31829770,24195339,0,0.5
24871990,3867127,0,0.5
35104756,5225735,0,0.5
18026324,18533350,0,0.5
30959449,31346719,0,0.5
31346719,30959449,0,0.5
20929025,21413198,0,0.5
17434992,321278,0,0.5
3983388,2948949,0,0.5
7551773,25033964,0,0.5
18566373,5710341,0,0.5
7765812,5262776,0,0.5
22395078,7586424,0,0.5
22395078,9139165,0,0.5
16196446,10270250,0,0.5
8514,32104924,1,0.7310585786300049
34837037,34597195,0,0.5
10453695,10664,0,0.5
910757,910744,0,0.5
12159312,714074,0,0.5
15830664,4216175,0,0.5
7467217,5400018,0,0.5
321278,23445209,1,0.7310585786300049
19226573,6498492,0,0.5
1952825,206084,0,0.5
32542838,11061773,2,0.8807970779778823
34927706,21748344,0,0.5
35446456,943149,0,0.5
24612415,2729788,0,0.5
299862,843222,0,0.5
9214768,4106792,1,0.7310585786300049
9029977,4878628,0,0.5
17950592,11167738,0,0.5
17163720,3606738,0,0.5
34092787,30982112,0,0.5
13124802,206084,0,0.5
20580498,1390248,0,0.5
14238949,417389,0,0.5
6015874,6049573,0,0.5
108278,3720966,0,0.5
20580498,20653934,3,0.9525741268224334
8715146,931039,0,0.5
24894892,1090311,0,0.5
32832010,26996090,0,0.5
17815129,17788368,0,0.5
14712850,23096959,0,0.5
5954,168370,0,0.5
8514,5266,0,0.5
7253769,18409797,0,0.5
1968190,1362490,0,0.5
7691631,31046054,12,0.9999938558253978
991475,7363211,0,0.5
16688238,16691792,0,0.5
17625480,34856295,0,0.5
17592572,16174770,1,0.7310585786300049
206084,10073359,0,0.5
5532320,34082421,0,0.5
8962829,25136308,0,0.5
8962829,75547,0,0.5
8962829,11167738,0,0.5
8962829,25003905,0,0.5
8962829,4380969,0,0.5
8962829,1424470,1,0.7310585786300049
8962829,3955647,0,0.5
8962829,15355019,0,0.5
16986815,14003349,0,0.5
206084,13124802,0,0.5
32474675,1217614,0,0.5
167174,321278,0,0.5
2659467,29268631,1,0.7310585786300049
8042529,4137249,0,0.5
527644,13078968,0,0.5
1549395,632007,0,0.5
32218959,321278,0,0.5
6604361,28710753,0,0.5
11446206,11446601,0,0.5
30660747,36099221,3,0.9525741268224334
2014929,28782747,0,0.5
15480067,31404632,0,0.5
16008423,6235174,0,0.5
32940722,3867127,0,0.5
30415285,15510233,2,0.8807970779778823
11753734,19008038,1,0.7310585786300049
10012207,658518,0,0.5
26050796,17458040,0,0.5
10822741,18889409,0,0.5
3214406,349241,0,0.5
5532320,34349757,0,0.5
34349757,34294743,0,0.5
6073097,108278,0,0.5
13599100,25003905,1,0.7310585786300049
33015583,2183193,0,0.5
30694268,26077653,0,0.5
21347346,31492490,6,0.9975273768433653
1105519,11446601,0,0.5
4568238,237159,0,0.5
35440649,206084,0,0.5
24195339,321278,0,0.5
34122184,9896583,1,0.7310585786300049
15928042,6452529,0,0.5
36024070,843222,0,0.5
28759170,21233191,0,0.5
15452919,21611069,0,0.5
25706953,10270250,0,0.5
15189073,5298790,1,0.7310585786300049
2968000,3557653,5,0.9933071490757153
3489194,34786988,0,0.5
23519370,37291353,0,0.5
34870728,24829371,1,0.7310585786300049
23992530,24609401,0,0.5
810796,1784628,0,0.5
5266,8514,0,0.5
23206290,8779606,0,0.5
36960321,7691631,2,0.8807970779778823
26643020,203666,0,0.5
32531480,268027,1,0.7310585786300049
8295205,9403933,0,0.5
321278,931039,0,0.5
18128548,7691631,2,0.8807970779778823
597879,3342055,0,0.5
25527782,31409916,2,0.8807970779778823
488514,587923,0,0.5
34828389,10270250,0,0.5
23924195,12791642,0,0.5
33400802,9568894,1,0.7310585786300049
26316966,37993459,3,0.9525741268224334
2965621,478584,0,0.5
37238205,30162008,0,0.5
7192181,84822,0,0.5
2681994,6296790,0,0.5
28921747,28062827,0,0.5
20568502,321278,0,0.5
34082421,13599100,0,0.5
28061676,10270250,0,0.5
29028775,24560307,0,0.5
843222,1460385,1,0.7310585786300049
3631697,18165661,0,0.5
7691631,19360616,3,0.9525741268224334
9384267,2935735,0,0.5
1936771,20300177,0,0.5
2931111,1451352,0,0.5
24500594,13384052,0,0.5
15480067,10270250,0,0.5
10037542,13739356,0,0.5
17919669,24386993,0,0.5
21877014,2611311,0,0.5
24386993,17919669,0,0.5
2608337,658518,0,0.5
24195339,20929025,1,0.7310585786300049
30019356,29807436,0,0.5
20460946,9325315,0,0.5
13346571,7764559,0,0.5
29807436,3301400,0,0.5
7918325,2665618,0,0.5
5303123,33653617,0,0.5
31404632,15480067,0,0.5
35440649,13124802,0,0.5
28061676,22187098,0,0.5
13230665,2410676,0,0.5
6209952,15168264,0,0.5
20580498,22442668,6,0.9975273768433653
25450557,9384267,0,0.5
12591371,28924109,0,0.5
7789923,2729788,0,0.5
6604361,10178188,0,0.5
4637221,206084,0,0.5
14640193,9521528,0,0.5
29704274,30043131,4,0.9820137900379085
19651495,86149,0,0.5
7789923,5474834,0,0.5
27388642,24947768,5,0.9933071490757153
614070,321278,0,0.5
17397011,6607925,0,0.5
84822,7192181,0,0.5
26509369,20580498,0,0.5
1032,488514,0,0.5
17053199,15045751,0,0.5
18511024,12511640,0,0.5
10064545,1424470,0,0.5
12779410,10064545,0,0.5
33653652,30892477,0,0.5
37579760,931135,0,0.5
13421878,2316191,0,0.5
2316191,13421878,0,0.5
21831446,8629417,0,0.5
8629417,21831446,0,0.5
35648870,24829371,0,0.5
24790523,10851820,1,0.7310585786300049
8290123,27089359,0,0.5
32024077,27788951,1,0.7310585786300049
32024077,32024574,0,0.5
32024077,14169882,0,0.5
32024077,1424470,0,0.5
32024077,27804716,2,0.8807970779778823
32024077,25003905,1,0.7310585786300049
24103275,2649214,0,0.5
31268331,1217614,0,0.5
16849857,3308958,0,0.5
16469697,535712,0,0.5
35294259,31404632,0,0.5
35294259,10697582,3,0.9525741268224334
29972131,781028,0,0.5
117302,168370,1,0.7310585786300049
28769114,3786218,0,0.5
8715146,21912119,0,0.5
11914939,9994688,0,0.5
6394704,12048721,0,0.5
271714,19745004,0,0.5
26509369,12574344,0,0.5
31409916,22442668,1,0.7310585786300049
27776551,34495913,0,0.5
577245,4164482,0,0.5
16523688,11778024,0,0.5
27790033,6404963,0,0.5
757363,6093316,0,0.5
34133681,7804910,0,0.5
19989216,501687,0,0.5
27530076,9325315,0,0.5
8715146,15426083,0,0.5
12048721,6394704,0,0.5
24993103,15947557,0,0.5
31090585,781028,0,0.5
37291353,1272666,0,0.5
32271212,32969220,0,0.5
17374588,19097645,3,0.9525741268224334
33653601,658518,4,0.9820137900379085
19745004,27311720,0,0.5
19848353,15168264,0,0.5
17374628,3149845,0,0.5
4262493,6235174,0,0.5
23578850,8514,0,0.5
11688522,34856295,0,0.5
3769702,10270250,0,0.5
15778059,11939484,0,0.5
23332350,1181927,0,0.5
27089359,8290123,0,0.5
27051771,23096959,0,0.5
23049298,714074,0,0.5
26650305,26927081,0,0.5
758079,2556327,0,0.5
37613710,34927706,0,0.5
1446467,37489525,0,0.5
21741875,4723248,0,0.5
20894654,19745004,0,0.5
35810120,25033964,0,0.5
7639232,7613257,0,0.5
27776551,65252,0,0.5
27494663,321278,0,0.5
3988087,71019,0,0.5
26446298,1272666,0,0.5
20580498,5672873,1,0.7310585786300049
5801666,2114213,0,0.5
3346602,4268140,0,0.5
35686677,6660536,0,0.5
24031839,32362828,0,0.5
30210846,16584540,0,0.5
23584825,14169882,0,0.5
22795312,9252533,0,0.5
6404963,15145867,0,0.5
11167738,4090287,0,0.5
4950187,12499251,0,0.5
22873447,24984705,0,0.5
2796081,1210071,0,0.5
3319769,929845,2,0.8807970779778823
6899875,9008200,0,0.5
31923165,14735429,0,0.5
37559299,35640229,0,0.5
2729788,7789923,2,0.8807970779778823
30678362,8629417,0,0.5
18128548,777444,0,0.5
32549018,15426083,0,0.5
587923,488514,0,0.5
31340566,28366058,0,0.5
843222,28782747,0,0.5
11061773,16257813,0,0.5
1520275,29891188,0,0.5
20789757,16219318,0,0.5
10064545,237159,0,0.5
107872,27,1,0.7310585786300049
16257813,11061773,0,0.5
11693039,8044474,0,0.5
29925961,17728164,0,0.5
14778920,12511640,0,0.5
35095498,2665618,0,0.5
17397011,3149845,0,0.5
12499251,4950187,0,0.5
35113192,14089735,0,0.5
16735401,2750721,0,0.5
7873535,12380069,0,0.5
36960293,7691631,1,0.7310585786300049
24924435,206084,0,0.5
2351609,2351384,0,0.5
27311720,19745004,0,0.5
6804324,3319769,0,0.5
1451352,20929025,0,0.5
19390712,20905275,0,0.5
4665529,1272666,1,0.7310585786300049
658518,33653575,2,0.8807970779778823
108278,1210071,0,0.5
3720868,4137249,0,0.5
21449162,14225208,0,0.5
9992330,6082996,0,0.5
36474929,12791642,0,0.5
31596861,1446467,0,0.5
20773773,23206290,0,0.5
3455070,17372733,0,0.5
25476601,507775,0,0.5
11589713,19360616,0,0.5
19859302,16745868,0,0.5
3669065,24910542,0,0.5
12912885,12204593,0,0.5
28366058,21233191,0,0.5
24483721,21233191,0,0.5
19141754,19141770,0,0.5
26509369,16068616,0,0.5
19141770,19141754,0,0.5
21233191,24483721,0,0.5
34786988,3489194,0,0.5
37276358,35294259,0,0.5
19745004,20894140,0,0.5
4653065,2090979,0,0.5
17273223,23096959,0,0.5
21912119,15426083,0,0.5
5532320,30982112,2,0.8807970779778823
16563587,23096959,0,0.5
36316259,32496221,0,0.5
19390712,17372733,0,0.5
15045751,11939484,0,0.5
14895592,929845,0,0.5
27174281,14089735,0,0.5
32405591,24195339,0,0.5
14252082,2835111,0,0.5
3867127,24871990,0,0.5
28796010,27494663,0,0.5
17458040,19031487,8,0.9996646498695336
19031487,7083240,0,0.5
35529429,21233191,0,0.5
19745004,271714,0,0.5
2183193,658518,0,0.5
27494663,15045751,2,0.8807970779778823
35686677,5346495,0,0.5
16068616,26509369,0,0.5
3214406,18825519,0,0.5
23924195,2183193,3,0.9525741268224334
5239185,5710341,0,0.5
1052675,5710341,0,0.5
1254497,5710341,0,0.5
326688,5710341,0,0.5
9467421,5710341,0,0.5
5905330,5710341,0,0.5
1129010,5710341,0,0.5
84822,5710341,0,0.5
1424470,5710341,0,0.5
669174,5710341,0,0.5
2310615,5710341,0,0.5
12670444,5710341,0,0.5
18611173,5710341,0,0.5
4924151,5710341,0,0.5
15428480,5710341,0,0.5
14241623,21909749,0,0.5
34104801,11167738,0,0.5
